title,keywords
"Il pensionamento è una questione di legami. Reti familiari, aspettative e benessere nella transizione verso l’età anziana/Retirement is a Matter of Ties. Family Networks …","pensionamento, legami, reti familiari, benessere"
Aging in Sustainable Cities: A Checklist for Integrating Older Adults into Urban and Social Development,"aging, sustainable cities, older adults, urban development"
Benessere dei lavoratori senior e prospettive di transizione al pensionamento,"benessere, lavoratori senior, transizione, pensionamento"
"Nonni, nipoti e genitori nel XXI secolo","nonni, nipoti, genitori, XXI secolo"
"Nonni oggi e domani, oltre la retorica","nonni, retorica, oggi, domani"
Activating the potential of older adults. Education and active ageing in Italy,"anziani, educazione, invecchiamento attivo, Italia"
Relazioni generative: La forza dei legami intergenerazionali. Famiglia e solidarietà tra le generazioni,"relazioni generative, legami intergenerazionali, famiglia, solidarietà"
"Il Web, luci ed ombre di un"" ambiente"" dove i cittadini esercitano la partecipazione sociale e relazionale","Web, partecipazione, cittadini, sociale"
Le diadi di sostegno e il capitale sociale familiare nella transizione alla fragilità anziana,"diadi di sostegno, capitale sociale, fragilità anziana"
Aging well in aging societies: Italy at the forefront of population aging,"invecchiamento, società, popolazione, Italia"
Interactions between WASP and DGKa in Wiskott-Aldrich syndrome,"WASP, DGKa, Wiskott-Aldrich, sindrome"
FK506 bypasses the effect of erythroferrone in cancer cachexia skeletal muscle atrophy,"FK506, erythroferrone, cancer cachexia, muscle atrophy"
Specialized Pro‐Resolving Mediators as Emerging Players in Cardioprotection: From Inflammation Resolution to Therapeutic Potential,"mediatori pro-risolutivi, cardioprotezione, infiammazione, potenziale terapeutico"
Dyslipidemic SPTLC3 Integrates Bile Acid-FXR Signaling with Sphingolipid Remodeling in MASLD,"Dyslipidemia, SPTLC3, Bile Acid, Sphingolipid"
Elucidating emerging signaling pathways driving endothelial dysfunction in cardiovascular aging,"signaling pathways, endothelial dysfunction, cardiovascular aging"
Selenoprotein T Mitigates Cardiomyocyte Senescence via CD36 Receptor Modulation.,"Selenoprotein T, Cardiomyocyte, Senescence, CD36 Receptor"
The redox-active defensive Selenoprotein T as a novel stress sensor protein playing a key role in the pathophysiology of heart failure,"Selenoprotein T, stress sensor, heart failure, redox-active"
Role of diacylglycerol kinases in acute myeloid leukemia,"diacylglycerol kinases, acute myeloid leukemia"
Wiskott-Aldrich syndrome protein interacts and inhibits diacylglycerol kinase alpha promoting IL-2 induction,"Wiskott-Aldrich syndrome, diacylglycerol kinase, IL-2, protein interaction"
"HMGB1, an evolving pleiotropic protein critical for cellular and tissue homeostasis: role in aging and age-related diseases","HMGB1, pleiotropic protein, invecchiamento, malattie correlate all'età"
OCTN1 (SLC22A4) displays two different transport pathways for organic cations or zwitterions,"OCTN1, SLC22A4, trasporto, cationi"
Siltasairaala. Un ponte di collegamento per la salute.,"Siltasairaala, ponte, collegamento, salute"
Associations Between Personal Views of Aging and Quality of Life in Midlife and Older Age: The Mediating Role of Psychological Resilience,"invecchiamento, qualità della vita, resilienza psicologica, età avanzata"
Eye-voice and finger-voice spans in adults’ oral reading of connected texts: Implications for reading research and assessment,"eye-voice span, finger-voice span, oral reading, reading assessment"
"Design for Dementia, Mental Health and Wellbeing: Co-design, Interventions and Policy","Dementia, Mental Health, Wellbeing, Co-design"
Flexibility and customisation: Starting from ASD to design sensory healthcare environments for people's wellbeing,"flexibility, customisation, sensory healthcare, wellbeing"
Western Hunter-Gatherer genetic ancestry contributes to human longevity in the Italian population,"genetic ancestry, longevity, Italian population, hunter-gatherer"
"The HLA-B* 57: 01 Haplotype, Genetic Key Linking Innate Immunity and Longevity","HLA-B* 57:01, immunità innata, longevità, genetica"
KALI Project: A New Concept for Health Promotion Within Waiting Rooms,"KALI Project, Health Promotion, Waiting Rooms"
Clonal hematopoiesis in cardiovascular aging: Insights from the verona heart study,"clonal hematopoiesis, cardiovascular aging, verona heart study"
"Stay social, stay young: a bioanthropological outlook on the processes linking sociality and ageing","sociality, ageing, bioanthropology"
The role of genetics and epigenetics in sex differences in human survival,"genetics, epigenetics, sex differences, human survival"
Epigenetic aging differences between Wichí and Criollos from Argentina: Insights from genomic history and ecology,"epigenetic aging, Wichí, Criollos, genomic history"
Fertility decline and the emergence of excess female survival in post-reproductive ages in Italy,"fertility decline, female survival, post-reproductive, Italy"
"GDF15, an emerging key player in human aging","GDF15, invecchiamento, fattore, umano"
The effect of chlorinated solvents on human DNA methylation variability,"chlorinated solvents, DNA methylation, human variability"
A single buried cysteine acts as a hydrophobic stabilizer of a folding intermediate and transition state in the MATH domain of SPOP,"cisteina, stabilizzatore, intermedio di piegatura, dominio MATH"
Allosteric modulation of Grb2 drives ligand-dependent signal responses,"allosteric modulation, Grb2, ligand-dependent, signal responses"
Persone anziane LGBTQ+ e contesti sportivi affermativi: Indicatori e buone prassi.,"anziani LGBTQ+, contesti sportivi, indicatori, buone prassi"
Are we all good actors? A study on the feasibility of generalizing speech emotion recognition models,"speech emotion recognition, feasibility, generalization, actors"
On the exploitation of CEEMDAN for PPG synthetic data generation,"CEEMDAN, PPG, synthetic data, generation"
SER_AMPEL: a multi-source dataset for speech emotion recognition of Italian older adults,"SER_AMPEL, dataset, speech emotion recognition, anziani italiani"
Behavior and task classification using wearable sensor data: a study across different ages,"behavior, task classification, wearable sensors, ages"
A computational framework for speech emotion recognition in case of multisource data,"speech emotion recognition, computational framework, multisource data"
"Unveiling an unexpected redox regulation of the folding, function and inhibition in the phosphotyrosine binding domain of FRS2","redox regulation, phosphotyrosine binding, FRS2, folding function"
Topological determinants in protein folding dynamics: a comparative analysis of metamorphic proteins,"topological determinants, protein folding, metamorphic proteins"
The folding and misfolding of multidomain proteins,"folding, misfolding, multidomain, proteins"
Between Love and Duty: Family Ambivalence among Ageing Filipino Caregivers in Italy,"amore, dovere, caregivers, Filippini"
Tra incertezza e vulnerabilità: L’invecchiamento delle caregivers Ucraine a Venezia,"invecchiamento, caregivers, Ucraina, Venezia"
Dissecting the Structural Features of Folding Asymmetry and Transient Misfolding in a Multidomain PDZ Scaffold,"Folding Asymmetry, Misfolding, PDZ Scaffold, Structural Features"
A PDZ tandem repeat folds and unfolds via different pathways,"PDZ, tandem repeat, pathways"
Folding and Binding Kinetics of the Tandem of SH2 Domains from SHP2,"Folding, Binding, Kinetics, SH2 Domains"
Exploring the short linear motif-mediated protein-protein interactions of CrkL through ProP-PD,"CrkL, protein-protein interactions, linear motif, ProP-PD"
"Effects of meat-based, meat-based with α-tocopherol, and pesco-vegetarian diets on biomarkers associated with colorectal cancer risk: a randomized behavioral intervention trial","diete, cancro colorettale, α-tocopherol, intervento comportamentale"
Addressing the binding mechanism of the meprin and TRAF-C homology domain of the Speckle-type POZ protein using protein engineering,"meprin, TRAF-C, POZ protein, binding mechanism"
Lactobacillus iners dominates the vaginal microbiota of healthy Italian women of reproductive age,"Lactobacillus iners, microbiota vaginale, donne italiane, età riproduttiva"
Aging in Women–the Microbiome Perspective,"aging, women, microbiome"
TYK2 :p.Pro1104Ala Variant Protects Against Autoimmunity by Modulating Immune Cell Levels,"TYK2, autoimmunità, variante, cellule immunitarie"
Vaginal microbiota changes during a natural menstrual cycle in the Women4Health cohort highlights specific features of the Italian population,"microbiota vaginale, ciclo mestruale, popolazione italiana, Women4Health"
"Identification of microbiota components correlated with host lifestyle, molecular, biochemical, immunophenotypic measurements and genotype in a deeply phenotyped Sardinian cohort","microbiota, Sardinian cohort, lifestyle, genotype"
"Social Justice, Senior Mobility, and Sustainable Development in the Transportation Sector","Social Justice, Senior Mobility, Sustainable Development, Transportation Sector"
Public Transport Appreciation: A Comprehensive Analysis of User Perceptions and Influencing Factors in Italian Urban Contexts,"Trasporto pubblico, Percezioni utenti, Fattori influenti, Contesto urbano"
Transport Infrastructures for the Elderly: Evaluation of Economic Effects,"infrastrutture di trasporto, anziani, effetti economici"
Equity and sustainability: the economic and social role of transport infrastructures for the elderly,"equità, sostenibilità, infrastrutture di trasporto, anziani"
The Elderly Mobility and Sustainable Development Goals: Composite Indicators for European Countries,"mobilità anziani, indicatori compositi, sviluppo sostenibile, paesi europei"
